epoch	time	lr	loss	acc	fscore_micro	val_loss	val_acc	val_fscore_micro
1	61.22326798500035	0.005	1.5489808181316806	45.313038483630095	0.4531303942203522	1.6959199673974672	47.523956310842514	0.4752395749092102
2	61.22127098300007	0.005	1.0775342716354532	60.51120045950603	0.6051120162010193	1.4230387724892573	54.17141325573	0.5417141318321228
3	61.6877642569998	0.005	0.9129920689009305	66.65422171165997	0.6665422320365906	1.3392353443456209	56.75132346145271	0.5675132274627686
4	61.46141582900054	0.005	0.7980983510981478	70.76680068925904	0.7076680064201355	1.0654263355445504	64.10909334686448	0.6410909295082092
5	61.11579216499922	0.005	0.6999894443152623	74.6496266513498	0.7464962005615234	2.611284106856	39.884741673798345	0.39884743094444275
6	61.599988807000045	0.005	0.6242446597282535	77.53589890867318	0.775359034538269	3.2569364841411077	42.705890236291985	0.4270589053630829
7	61.24341126699983	0.005	0.5491921598510041	80.07466973004021	0.8007466793060303	1.0276293287062817	66.69570461805661	0.6669570207595825
8	61.431171692000134	0.005	0.4608862167490686	83.32854681217691	0.8332854509353638	0.7828747043898476	72.66635395181184	0.7266635298728943
9	61.89714815200023	0.005	0.38950586009819843	85.95921883974727	0.8595921993255615	1.297767604610791	66.81632379650598	0.6681632399559021
10	61.542772622000484	0.005	0.33392486302230223	88.08156232050545	0.8808156251907349	0.41713615385115904	85.80714333579039	0.8580713868141174
11	61.839816558000166	0.005	0.26933796201168736	90.56863871338311	0.9056863784790039	0.36296052585807714	87.56282248903135	0.8756282329559326
12	61.65992195900071	0.005	0.23006128236632162	91.94141298104537	0.9194141030311584	0.32454671110758904	88.87623132435876	0.8887622952461243
13	61.84690419100116	0.005	0.19047962132710825	93.2538770821367	0.9325387477874756	1.2295092847426663	70.09984587702796	0.7009984850883484
14	61.9004866260002	0.005	0.16230572802600404	94.42561746122918	0.9442561864852905	0.36294803908241424	88.1391141206787	0.881391167640686
15	61.616846552000425	0.005	0.1273040938050428	95.60884549109707	0.9560884833335876	0.3236334618671022	89.02365476264077	0.8902365565299988
