epoch	time	lr	loss	bin_acc	val_loss	val_bin_acc
1	63.60948558999917	0.001	0.44849582555427525	80.81562320505456	0.4189864815603963	81.38444012751378
2	63.73669374400015	0.001	0.4115547175276801	82.18839747271683	0.3850668965263786	83.28084165740171
3	64.05450392199964	0.001	0.37755149687422246	83.77656519241815	0.38266224609322524	83.4148629626999
4	64.24616339500062	0.001	0.3449621977719724	85.1062607696726	0.3880831669883401	83.1334182170747
5	63.97171705499932	0.001	0.30106754247232825	87.22286042504308	0.28931231363738197	88.04529920615197
