epoch	time	lr	loss	acc	fscore_micro	val_loss	val_acc	val_fscore_micro
1	56.62402366100105	0.01	1.5316037806754221	48.09017805858702	0.4809017777442932	5.095327953182439	18.62226093948938	0.1862226128578186
2	57.0506269030011	0.01	0.7001164034629592	76.59965537047674	0.7659965753555298	6.313142602811656	15.767607049393062	0.1576760709285736
3	56.8752874769998	0.01	0.2094218014444376	95.29580700746698	0.9529580473899841	0.9248506700668523	74.21430007320048	0.7421429753303528
4	56.944105155000216	0.01	0.03157249616241993	99.74439977024699	0.9974439740180969	0.07544374580301243	98.29122830530055	0.9829123020172119
5	57.00014715699945	0.01	0.014574612411369193	99.90522688110282	0.9990522861480713	0.047165855495891654	98.99484017958855	0.9899483919143677
6	56.97776036200048	0.01	0.009168715969460242	99.91958644457209	0.9991958737373352	0.033576999817254476	99.32989345305904	0.9932989478111267
7	56.92238908500076	0.01	0.0065418995043538195	99.95692130959219	0.9995692372322083	0.03324581075505403	99.29638812571199	0.9929639101028442
8	57.055716468001265	0.01	0.005106142013268686	99.96840896036761	0.9996840953826904	0.04096199322399749	99.04844870334384	0.9904844760894775
9	56.912568130999716	0.01	0.00469465964993395	99.97415278575531	0.9997415542602539	0.03481832705852363	99.21597534007907	0.9921597242355347
10	56.75746372800131	0.01	0.004157133362450072	99.96840896036761	0.9996840953826904	0.02919215001518889	99.34999664946727	0.9934999942779541
11	57.0135082350007	0.01	0.0030873296878343123	99.97702469844917	0.9997702240943909	0.02574301422504766	99.39690410775313	0.9939690232276917
12	57.24250237800152	0.01	0.0033101506460799447	99.95979322228604	0.9995979070663452	0.025357393977824976	99.43040943510019	0.9943041205406189
13	57.19292478999887	0.01	0.0025597719666993024	99.97128087306146	0.9997128248214722	0.026855869267643676	99.34999664946727	0.9934999942779541
14	57.12033370899917	0.01	0.0024552461675603054	99.97415278575531	0.9997415542602539	0.022563170466736324	99.38350197681432	0.9938350319862366
15	56.66122100899884	0.01	0.0020913453747489433	99.97989661114302	0.9997989535331726	0.024476092437537535	99.41030623869196	0.9941030740737915
